key_medium| matching_medium| image_url| museum
Painted plaster|Painted buff plaster|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973085-WEB.jpg|lacma
Painted plaster|Painted plaster|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-35316957-WEB.jpg|lacma
Painted plaster|Painted plaster|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834405-WEB.jpg|lacma
Painted plaster|Plaster|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31835295-WEB.jpg|lacma
Painted plaster|Painted plaster|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31280101-WEB.jpg|lacma
Painted plaster|Plaster|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31773565-WEB.jpg|lacma
Painted plaster|Patinated plaster|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31774517-WEB.jpg|lacma
Painted plaster|Patinated plaster with wood|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31774530-WEB.jpg|lacma
Painted plaster|Patinated plaster|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31776303-WEB.jpg|lacma
Painted plaster|Patinated plaster with wood and cloth|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31774538-WEB.jpg|lacma
Painted plaster|Tinted plaster with fitted modern wood base|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-2800700-WEB.jpg|lacma
Painted plaster|Patinated plaster|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31774503-WEB.jpg|lacma
Painted plaster|Plaster|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31254996-WEB.jpg|lacma
Painted plaster|Patinated plaster|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31832880-WEB.jpg|lacma
Painted plaster|Wax on plaster core with stained plaster base|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31776562-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31773354-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833622-WEB.jpg|lacma
Marble|White marble on red marble socle|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833825-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834644-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834511-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31962641-WEB.jpg|lacma
Marble|Marble relief|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31774118-WEB.jpg|lacma
Marble|White marble head on bust of red, black, and yellow marble with inset lapis lazuli ovals|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31776373-WEB.jpg|lacma
Marble|Marble on modern verde antico socle|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31774356-WEB.jpg|lacma
Marble|Marble on original marble socle|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833412-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-1868083-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-34091042-WEB.jpg|lacma
Marble|Marble (one of the pair)|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-2398601-WEB.jpg|lacma
Marble|Marble (one of the pair)|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833524-WEB.jpg|lacma
Marble|White marble on giallo antico socle|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833867-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834020-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31372864-WEB.jpg|lacma
Marble|Marble in modern painted and gilded tabernacle frame|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31835140-WEB.jpg|lacma
Marble|Marble, modern stone base|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31835036-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31835050-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31835022-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834952-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834993-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31383981-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31832446-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31832674-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31342038-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31767463-WEB.jpg|lacma
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000253/184352_3003091.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/238_1576091.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/411_1579229.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/176_1575135.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/248_1576316.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/358_1577963.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000156/8204_1682814.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000160/17025_1726431.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000155/6268_1661644.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000155/6152_1659670.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000244/167679_2868099.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000244/167683_2868163.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000155/6815_1667847.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/4217_1628382.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/4219_1628441.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/4218_1628416.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3523_1618126.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/2878_1609637.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000156/7022_1670970.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000155/6201_1660434.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4445_1631903.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5559_1649818.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000250/175453_2952723.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/5171_1643097.jpg|artic
Marble|Marble, porphyry|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000002/3705_174767.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2555_1604742.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3798_1621807.jpg|artic
Marble|Marble, on variegated black marble socle|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5605_1650738.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4439_1631803.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2540_1604471.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2509_1604042.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/3089_1612263.jpg|artic
Marble|Marble|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/3087_1612203.jpg|artic
Marble|Marble|http://www.dia.org/user_area/comping/16.8.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/1987.75-S1.jpg|detroit
Marble|Marble bust on green marble socle|http://www.dia.org/user_area/comping/1994.1-S1.jpg|detroit
Marble|Marble with original wax and polychromy|http://www.dia.org/user_area/comping/1997.1-S1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/22.145-S1.jpg|detroit
Marble|Painted oak, mirror glass (mostly new), papier-mache overdoors, marble mantelpiece|http://www.dia.org/user_area/comping/22.29-d1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/23.15-S1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/23.155-S1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/24.110-S1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/25.151.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/25.154.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/25.184.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/26.144.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/26.145.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/26.148.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/26.170.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/26.179-d1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/26.221.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/27.1-S1.jpg|detroit
Marble|Fine grained white marble with traces of polychromy and gilt|http://www.dia.org/user_area/comping/27.150-S1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/27.209.jpg|detroit
Marble|Marble, with traces of polychromy on reverse.|http://www.dia.org/user_area/comping/27.384-S1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/36.77.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/37.139.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/37.140-S1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/37.141-S1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/38.57.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/38.72.jpg|detroit
Marble|Marble with traces of gilt|http://www.dia.org/user_area/comping/41.15.jpg|detroit
Marble|Cararra marble|http://www.dia.org/user_area/comping/42.10-S1.jpg|detroit
Marble|Cararra marble|http://www.dia.org/user_area/comping/42.9-S1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/49.23-D1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/53.367.jpg|detroit
Marble|Sculpted and inlaid marble|http://www.dia.org/user_area/comping/58.261-S1.jpg|detroit
Marble|Sculpted and inlaid marble|http://www.dia.org/user_area/comping/58.262-S1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/61.65.jpg|detroit
Marble|Mahogany, white marble and ormolu|http://www.dia.org/user_area/comping/71.172.A-s1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/71.176.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/71.177.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/71.178.A-S1.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/71.179.jpg|detroit
Marble|Marble, ormolu|http://www.dia.org/user_area/comping/71.215.jpg|detroit
Marble|Marble on brecca grey-white marble socle|http://www.dia.org/user_area/comping/80.40.jpg|detroit
Marble|Marble on brecca grey-white marble socle|http://www.dia.org/user_area/comping/80.41.jpg|detroit
Marble|Marble|http://www.dia.org/user_area/comping/81.908.jpg|detroit
Marble|Stained, painted and gilded wood with marble and iron mounts|http://www.dia.org/user_area/comping/F82.50.A-S1.jpg|detroit
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-1256732-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31969263-WEB.jpg|lacma
Marble|Marble on polychrome wood platform|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31970978-WEB.jpg|lacma
Marble|White marble on dark marble base|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31958392-WEB.jpg|lacma
Marble|Oil on polished marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31776681-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31773354-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833622-WEB.jpg|lacma
Marble|White marble on red marble socle|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833825-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834644-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834511-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31962641-WEB.jpg|lacma
Marble|Marble relief|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31774118-WEB.jpg|lacma
Marble|White marble head on bust of red, black, and yellow marble with inset lapis lazuli ovals|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31776373-WEB.jpg|lacma
Marble|Marble on modern verde antico socle|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31774356-WEB.jpg|lacma
Marble|Marble on original marble socle|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833412-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-1868083-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-34091042-WEB.jpg|lacma
Marble|Marble (one of the pair)|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-2398601-WEB.jpg|lacma
Marble|Marble (one of the pair)|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833524-WEB.jpg|lacma
Marble|White marble on giallo antico socle|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833867-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834020-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31372864-WEB.jpg|lacma
Marble|Marble in modern painted and gilded tabernacle frame|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31835140-WEB.jpg|lacma
Marble|Marble, modern stone base|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31835036-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31835050-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31835022-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834952-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834993-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31383981-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31832446-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31832674-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31342038-WEB.jpg|lacma
Marble|Marble|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31767463-WEB.jpg|lacma
Ivory, silver, and semiprecious stones, with onyx base|Ivory, silver, and semiprecious stones, with onyx base|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31777205-WEB.jpg|lacma
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31770104-WEB.jpg|lacma
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31770118-WEB.jpg|lacma
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31770132-WEB.jpg|lacma
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-17272361-WEB.jpg|lacma
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-2398565-WEB.jpg|lacma
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2063_1598745.jpg|artic
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/1989.66.1A-S1.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://www.dia.org/user_area/comping/1996.26-S1.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://www.dia.org/user_area/comping/1997.6.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/2000.110.2.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://www.dia.org/user_area/comping/24.69.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://www.dia.org/user_area/comping/25.91-S1.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Stone|http://www.dia.org/user_area/comping/26.157-s2.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Stone|http://www.dia.org/user_area/comping/26.220.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://www.dia.org/user_area/comping/26.284.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|silver|http://www.dia.org/user_area/comping/29.309-D1.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/37.145.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://www.dia.org/user_area/comping/42.135-d1.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://www.dia.org/user_area/comping/43.458.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://www.dia.org/user_area/comping/43.459.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://www.dia.org/user_area/comping/43.461.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/51.114-S1.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.177.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.178.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.179.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.180-d1.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.181-Side-A.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.182.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.183.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.184-Side-A.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.185.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.186.1A.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.187.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.188.1.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.189.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.190.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.191.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/53.192-53.191-Side-A.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/55.183.B-s3.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/56.85.1-S1.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/57.67.1A-S1.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/57.70.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/57.71.A.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/57.73.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/59.18.D-d1.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/62.179.1.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://www.dia.org/user_area/comping/70.420.jpg|detroit
Ivory, silver, and semiprecious stones, with onyx base|Ivory, silver, and semiprecious stones, with onyx base|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31777205-WEB.jpg|lacma
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31770104-WEB.jpg|lacma
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31770118-WEB.jpg|lacma
Ivory, silver, and semiprecious stones, with onyx base|Ivory|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31770132-WEB.jpg|lacma
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-17272361-WEB.jpg|lacma
Ivory, silver, and semiprecious stones, with onyx base|Silver|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-2398565-WEB.jpg|lacma
Polychromed and gilded wood (pine)|Polychromed and gilded wood (pine)|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31770280-WEB.jpg|lacma
Polychromed and gilded wood (pine)|Wood|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000155/6300_1661975.jpg|artic
Polychromed and gilded wood (pine)|Wood|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000002/3816_174699.jpg|artic
Polychromed and gilded wood (pine)|Wood|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3817_1622177.jpg|artic
Polychromed and gilded wood (pine)|Polychromed and gilded poplar|http://www.dia.org/user_area/comping/25.208-S1.jpg|detroit
Polychromed and gilded wood (pine)|Polychromed and gilded poplar|http://www.dia.org/user_area/comping/30.383-S1.jpg|detroit
Polychromed and gilded wood (pine)|Polychromed and gilded wood (pine)|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31770280-WEB.jpg|lacma
Polychromed wood with painted glass eyes|Polychromed wood with painted glass eyes|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833538-WEB.jpg|lacma
Polychromed wood with painted glass eyes|Polychromed wood and glass|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31776359-WEB.jpg|lacma
Polychromed wood with painted glass eyes|Stained glass|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000125/165509_1263551.jpg|artic
Polychromed wood with painted glass eyes|Glass|http://www.dia.org/user_area/comping/1993.155.jpg|detroit
Polychromed wood with painted glass eyes|Glass|http://www.dia.org/user_area/comping/49.448.jpg|detroit
Polychromed wood with painted glass eyes|Glass|http://www.dia.org/user_area/comping/52.1.A-S1.jpg|detroit
Polychromed wood with painted glass eyes|Glass|http://www.dia.org/user_area/comping/52.5-S1.jpg|detroit
Polychromed wood with painted glass eyes|Glass|http://www.dia.org/user_area/comping/52.6.jpg|detroit
Polychromed wood with painted glass eyes|Glass|http://www.dia.org/user_area/comping/53.383.jpg|detroit
Polychromed wood with painted glass eyes|Polychromed wood with painted glass eyes|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833538-WEB.jpg|lacma
Polychromed wood with painted glass eyes|Polychromed wood and glass|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31776359-WEB.jpg|lacma
Wax relief on modern synthetic support in glazed, ebonized frame|Wax relief on modern synthetic support in glazed, ebonized frame|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833664-WEB.jpg|lacma
Wax relief on modern synthetic support in glazed, ebonized frame|Wax|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/5194_1643576.jpg|artic
Wax relief on modern synthetic support in glazed, ebonized frame|Wax relief on modern synthetic support in glazed, ebonized frame|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833664-WEB.jpg|lacma
Polychrome and gilt linden wood|Polychrome and gilt linden wood|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834812-WEB.jpg|lacma
Polychrome and gilt linden wood|Polychromed linden wood|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31773227-WEB.jpg|lacma
Polychrome and gilt linden wood|Lindenwood|http://www.dia.org/user_area/comping/43.2.jpg|detroit
Polychrome and gilt linden wood|Polychrome and gilt linden wood|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834812-WEB.jpg|lacma
Polychrome and gilt linden wood|Polychromed linden wood|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31773227-WEB.jpg|lacma
Limestone|Limestone|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31835007-WEB.jpg|lacma
Limestone|Limestone|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3818_1622200.jpg|artic
Limestone|Limestone|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2508_1604020.jpg|artic
Limestone|Limestone|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2514_1604137.jpg|artic
Limestone|Limestone|http://www.dia.org/user_area/comping/22.30.jpg|detroit
Limestone|Limestone with polychromy|http://www.dia.org/user_area/comping/22.31.jpg|detroit
Limestone|Limestone, polychromy|http://www.dia.org/user_area/comping/22.32.jpg|detroit
Limestone|Limestone, glass|http://www.dia.org/user_area/comping/23.147.jpg|detroit
Limestone|Limestone|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31835007-WEB.jpg|lacma
Partially gilded and painted lindenwood|Partially gilded and painted lindenwood|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31314904-WEB.jpg|lacma
Partially gilded and painted lindenwood|Partially gilded and painted lindenwood|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31314904-WEB.jpg|lacma
