key_painter| matching_painter| image_url| museum
Andrea della Robbia (Workshop of)|Andrea della Robbia (Workshop of)|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2074_1598924.jpg|artic
Andrea della Robbia (Workshop of)|Andrea della Robbia|http://www.dia.org/user_area/comping/43.477-S1.jpg|detroit
Andrea della Robbia (Workshop of)|Andrea della Robbia|http://www.dia.org/user_area/comping/45.514-S1.jpg|detroit
German|German|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3928_1623686.jpg|artic
Benedetto Buglioni|Benedetto Buglioni|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000185/89031_2036018.jpg|artic
Flemish|Flemish|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4496_1632460.jpg|artic
Flemish|Flemish|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2063_1598745.jpg|artic
Pierre-Jules M�ne|Pierre-Jules M�ne|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/5194_1643576.jpg|artic
Pierre-Jules M�ne|Pierre Jules M�ne|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000002/5578_174013.jpg|artic
Pierre-Jules M�ne|Pierre-Jules Mene|http://www.dia.org/user_area/comping/1996.1.jpg|detroit
Honor�-Victorin Daumier|Honor�-Victorin Daumier|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000177/67837_1931668.jpg|artic
Honor�-Victorin Daumier|Honor�-Victorin Daumier|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000248/172548_2924067.jpg|artic
Honor�-Victorin Daumier|Honor�-Victorin Daumier|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/2640_1606120.jpg|artic
Honor�-Victorin Daumier|Honor�-Victorin Daumier |http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000177/67865_1932023.jpg|artic
Honor�-Victorin Daumier|Honor�-Victorin Daumier|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000177/67861_1931973.jpg|artic
Honor�-Victorin Daumier|Honor�-Victorin Daumier|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000177/67840_1931702.jpg|artic
Honor�-Victorin Daumier|Honor�-Victorin Daumier|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000248/172555_2924179.jpg|artic
Honor�-Victorin Daumier|Honor�-Victorin Daumier|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000177/67856_1931893.jpg|artic
Honor�-Victorin Daumier|Honor�-Victorin Daumier|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000211/127144_2358394.jpg|artic
Bartolomeo Ammanati (Attributed to) |Bartolomeo Ammanati (Attributed to) |http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000254/186201_3018755.jpg|artic
Francesco Bertos|Francesco Bertos|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3815_1622149.jpg|artic
Jean Baptiste Carpeaux|Jean Baptiste Carpeaux|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/3296_1615523.jpg|artic
Jean Baptiste Carpeaux|Jean Baptiste Carpeaux|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/3295_1615500.jpg|artic
Jean Baptiste Carpeaux|Jean Baptiste Carpeaux|http://www.dia.org/user_area/comping/1983.16-S1.jpg|detroit
Jean Baptiste Carpeaux|Jean Baptiste Carpeaux|http://www.dia.org/user_area/comping/1992.223-S1.jpg|detroit
Jean Baptiste Carpeaux|Jean Baptiste Carpeaux|http://www.dia.org/user_area/comping/2000.158-s2.jpg|detroit
Jean Baptiste Carpeaux|Jean Baptiste Carpeaux|http://www.dia.org/user_area/comping/71.399.jpg|detroit
Jean Baptiste Carpeaux|Jean Baptiste Carpeaux|http://www.dia.org/user_area/comping/75.86.jpg|detroit
Jean Baptiste Carpeaux|Jean Baptiste Carpeaux|http://www.dia.org/user_area/comping/F82.198-S1.jpg|detroit
Jean Baptiste Carpeaux|Jean-Baptiste Carpeaux|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31771072-WEB.jpg|lacma
Jean Baptiste Carpeaux|Jean-Baptiste Carpeaux|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31771072-WEB.jpg|lacma
English|English|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/4217_1628382.jpg|artic
English|English|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/4219_1628441.jpg|artic
English|English|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/4218_1628416.jpg|artic
Max Ernst|Max Ernst|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000163/43373_1765617.jpg|artic
Max Ernst|Max Ernst|http://www.dia.org/user_area/comping/1986.102.jpg|detroit
Jean L�on G�r�me  |Jean L�on G�r�me  |http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000177/67522_1929169.jpg|artic
Italian, Tuscany (?)|Italian, Tuscany (?)|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3523_1618126.jpg|artic
Girolamo Campagna (Workshop of)|Girolamo Campagna (Workshop of)|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000002/4612_174301.jpg|artic
Domenico Antonio Vaccaro|Domenico Antonio Vaccaro|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/2878_1609637.jpg|artic
Domenico Antonio Vaccaro|Domenico Antonio Vaccaro|http://www.dia.org/user_area/comping/65.9.jpg|detroit
Paul Joostens|Paul Joostens|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000212/128953_2379218.jpg|artic
Valentino Panciera Besarel|Valentino Panciera Besarel|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000002/3816_174699.jpg|artic
Valentino Panciera Besarel|Valentino Panciera Besarel|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3817_1622177.jpg|artic
Aim�-Jules Dalou |Aim�-Jules Dalou |http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/5044_1641312.jpg|artic
Aim�-Jules Dalou |Aim�-Jules Dalou|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/5043_1641277.jpg|artic
John Deare|John Deare|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000156/7022_1670970.jpg|artic
Medardo Rosso|Medardo Rosso|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000003/10061_178783.jpg|artic
Medardo Rosso|Medardo Rosso|http://www.dia.org/user_area/comping/70.227.jpg|detroit
Medardo Rosso|Medardo Rosso|http://www.dia.org/user_area/comping/70.228.jpg|detroit
Raymond Duchamp-Villon|Raymond Duchamp-Villon|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5642_1651380.jpg|artic
Ferdinando Tacca|Ferdinando Tacca|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5983_1656578.jpg|artic
Lambert Sigisbert Adam|Lambert Sigisbert Adam|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4896_1638538.jpg|artic
Jean Antoine Houdon|Jean Antoine Houdon|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000155/6201_1660434.jpg|artic
Jean Antoine Houdon|Jean Antoine Houdon|http://www.dia.org/user_area/comping/49.23-D1.jpg|detroit
Auguste Jean Baptiste Cl�singer |Auguste Jean Baptiste Cl�singer |http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4445_1631903.jpg|artic
Louis Messidor Lebon Petitot|Louis Messidor Lebon Petitot|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000156/8103_1681859.jpg|artic
Louis Messidor Lebon Petitot|Louis Messidor Lebon Petitot|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000156/8103_1681859.jpg|artic
Giuseppe Mazza|Giuseppe Mazza|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5559_1649818.jpg|artic
Bernardo Fioriti (Bernardino or Focoso)|Bernardo Fioriti (Bernardino or Focoso)|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000250/175453_2952723.jpg|artic
Fran�ois Duquesnoy |Fran�ois Duquesnoy |http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2114_1599518.jpg|artic
Wilhelm Lehmbruck|Wilhelm Lehmbruck|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2194_1599951.jpg|artic
Christopher Hewetson|Christopher Hewetson|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3731_1620933.jpg|artic
Albert Ernest Carrier-Belleuse |Albert Ernest Carrier-Belleuse |http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3699_1620537.jpg|artic
Albert Ernest Carrier-Belleuse |Albert Ernest Carrier-Belleuse|http://www.dia.org/user_area/comping/1990.340.jpg|detroit
Albert Ernest Carrier-Belleuse |Albert Ernest Carrier-Belleuse|http://www.dia.org/user_area/comping/1996.276.1.jpg|detroit
Antonio Canova  |Antonio Canova  |http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/5171_1643097.jpg|artic
Antonio Canova  |Antonio Canal|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31437824-WEB.jpg|lacma
Antonio Canova  |Antonio Canal|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31437824-WEB.jpg|lacma
Johann Gottfried Schadow|Johann Gottfried Schadow|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000167/47212_1810222.jpg|artic
Charles Henri Joseph Cordier|Charles Henri Joseph Cordier|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3772_1621393.jpg|artic
Charles Henri Joseph Cordier|Charles Henri Joseph Cordier|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3773_1621425.jpg|artic
Italian|Italian|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000002/3705_174767.jpg|artic
Joseph Nollekens (After)|Joseph Nollekens (After)|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2555_1604742.jpg|artic
Jean Jacques Caffieri (Attributed to)|Jean Jacques Caffieri (Attributed to)|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2450_1603309.jpg|artic
Pietro Calvi|Pietro Calvi|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4404_1631279.jpg|artic
Pietro Tacca (Attributed to)|Pietro Tacca (Attributed to)|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3798_1621807.jpg|artic
Clodion (Claude Michel)|Clodion (Claude Michel)|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4428_1631602.jpg|artic
Joseph-Alexandre Falgui�re (Attributed to) |Joseph-Alexandre Falgui�re (Attributed to) |http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4413_1631434.jpg|artic
Francesco Mochi|Francesco Mochi|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5605_1650738.jpg|artic
Antoine Etex|Antoine Etex|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4439_1631803.jpg|artic
Man Ray|Man Ray|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000238/155722_2762963.jpg|artic
Italian, Lombardy or Apulia|Italian, Lombardy or Apulia|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2540_1604471.jpg|artic
Italian, Lombardy or Apulia|Italian, Lombardy or Tuscany?|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/3089_1612263.jpg|artic
Italian, Lombardy or Apulia|Italian, Lombardy or Tuscany?|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/3087_1612203.jpg|artic
Italian (Southern)|Italian (Southern)|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2509_1604042.jpg|artic
Spanish, Catalonia|Spanish, Catalonia|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000152/3818_1622200.jpg|artic
French, Charente|French, Charente|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2508_1604020.jpg|artic
Spanish (Northern)|Spanish (Northern)|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/2514_1604137.jpg|artic
Francesco Fanelli (Attributed to)|Francesco Fanelli (Attributed to)|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000002/4071_174576.jpg|artic
Isidore Bonheur |Isidore Bonheur |http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4523_1632948.jpg|artic
Bessie Potter Vonnoh|Bessie Potter Vonnoh|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000032/66281_280670.jpg|artic
Bessie Potter Vonnoh|Bessie Potter Vonnoh|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000032/66282_280671.jpg|artic
Bessie Potter Vonnoh|Bessie Potter Vonnoh|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000256/190754_3056211.jpg|artic
Bessie Potter Vonnoh|Bessie Potter Vonnoh|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/414_1579308.jpg|artic
Bessie Potter Vonnoh|Bessie Potter Vonnoh|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000184/83402_2026982.jpg|artic
Arnold Rönnebeck|Arnold Rönnebeck|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000002/31696_173700.jpg|artic
Gaston Lachaise|Gaston Lachaise|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000156/8237_1683228.jpg|artic
Gaston Lachaise|Gaston Lachaise|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000169/50626_1832511.jpg|artic
Carl Milles|Carl Milles|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/2663_1606460.jpg|artic
Carl Milles|Carl Milles|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000002/3441_174900.jpg|artic
John Donoghue|John Donoghue|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/383_1578586.jpg|artic
Paul Manship|Paul Manship|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000158/37039_1702352.jpg|artic
Paul Manship|Paul Manship|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/413_1579282.jpg|artic
Paul Manship|Paul Manship|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31971656-WEB.jpg|lacma
Paul Manship|Paul Manship|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31813054-WEB.jpg|lacma
Frederick W. Macmonnies|Frederick W. Macmonnies|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4965_1639820.jpg|artic
Frederick W. Macmonnies|Frederick W. Macmonnies|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/1197_1587072.jpg|artic
Frederick W. Macmonnies|Frederick W. Macmonnies|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/5181_1643308.jpg|artic
Frederick W. Macmonnies|Frederick MacMonnies|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973526-WEB.jpg|lacma
Sargent Claude Johnson|Sargent Claude Johnson|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000155/6781_1667412.jpg|artic
Sargent Claude Johnson|Sargent Claude Johnson|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31971614-WEB.jpg|lacma
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000171/55371_1862007.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000171/55355_1861871.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000171/55372_1862023.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000171/55357_1861903.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000171/55356_1861887.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000172/56144_1866726.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000172/56548_1867338.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000172/56546_1867306.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000172/56547_1867322.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000173/59795_1879906.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000173/59796_1879922.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000173/59798_1879938.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000173/59799_1879954.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000173/59800_1879970.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000173/59794_1879890.jpg|artic
Toshiko Takaezu|Toshiko Takaezu|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000171/55370_1861991.jpg|artic
Jo Davidson|Jo Davidson|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000220/137236_2485742.jpg|artic
Leslie G. Bolling|Leslie G. Bolling|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000239/158727_2787123.jpg|artic
Wilhelm Schimmel|Wilhelm Schimmel|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000247/171492_2913491.jpg|artic
Samuel A. Robb|Samuel A. Robb|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000247/171487_2913411.jpg|artic
José Benito Ortega|José Benito Ortega|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000248/172602_2924547.jpg|artic
Marion Perkins|Marion Perkins|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000253/184352_3003091.jpg|artic
Marion Perkins|Marion Perkins|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000155/6152_1659670.jpg|artic
John Bradley Storrs|John Bradley Storrs|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4867_1638050.jpg|artic
Horatio Greenough|Horatio Greenough|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/238_1576091.jpg|artic
Hermon Atkins MacNeil|Hermon Atkins MacNeil|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000149/1237_1587685.jpg|artic
Hermon Atkins MacNeil|Hermon Atkins MacNeil|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000155/6974_1670075.jpg|artic
Hermon Atkins MacNeil|Hermon Atkins MacNeil|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000156/7500_1675072.jpg|artic
Lorado Taft|Lorado Taft|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/411_1579229.jpg|artic
Lorado Taft|Lorado Taft|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31962921-WEB.jpg|lacma
Henry Kirke Brown|Henry Kirke Brown|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5660_1651682.jpg|artic
Augustus Saint-Gaudens|Augustus Saint-Gaudens|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4507_1632626.jpg|artic
Augustus Saint-Gaudens|Augustus Saint-Gaudens|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000249/175046_2949683.jpg|artic
Augustus Saint-Gaudens|Augustus Saint-Gaudens|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/336_1577722.jpg|artic
Augustus Saint-Gaudens|Augustus Saint-Gaudens|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/4939_1639365.jpg|artic
Augustus Saint-Gaudens|Augustus Saint-Gaudens|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000249/175047_2949699.jpg|artic
Augustus Saint-Gaudens|Augustus Saint Gaudens|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31974205-WEB.jpg|lacma
Augustus Saint-Gaudens|Augustus Saint Gaudens|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31969263-WEB.jpg|lacma
Augustus Saint-Gaudens|Augustus Saint Gaudens|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-981237-WEB.jpg|lacma
Frederic Remington|Frederic Remington|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/5005_1640860.jpg|artic
Frederic Remington|Frederic Remington|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000163/19164_1756842.jpg|artic
Frederic Remington|Frederic Remington|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/5023_1640887.jpg|artic
Frederic Remington|Frederic Remington|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-3614172-WEB.jpg|lacma
Frederic Remington|Frederic Remington|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31970593-WEB.jpg|lacma
Daniel Chester French|Daniel Chester French|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/5172_1643125.jpg|artic
Daniel Chester French|Daniel Chester French|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000153/5100_1642242.jpg|artic
Daniel Chester French|Daniel Chester French|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5810_1654084.jpg|artic
Thomas Ball|Thomas Ball|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5316_1645574.jpg|artic
Thomas Ball|Thomas Hill|http://www.dia.org/user_area/comping/17.19-S1.jpg|detroit
Thomas Ball|Thomas Sully|http://www.dia.org/user_area/comping/26.89-S1.jpg|detroit
Thomas Ball|Thomas Sully|http://www.dia.org/user_area/comping/26.90.jpg|detroit
Thomas Ball|Thomas Hill|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31970684-WEB.jpg|lacma
Thomas Ball|Thomas Sully|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31264915-WEB.jpg|lacma
Thomas Ball|Thomas Campbell|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31969466-WEB.jpg|lacma
Thomas Ball|Thomas Campbell|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31969423-WEB.jpg|lacma
Thomas Ball|Thomas Sully|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973217-WEB.jpg|lacma
Thomas Ball|Thomas Ball|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973512-WEB.jpg|lacma
Thomas Ball|Thomas Ball|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973498-WEB.jpg|lacma
James Earle Fraser|James Earle Fraser|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000154/5812_1654108.jpg|artic
Alexander Phimister Proctor|Alexander Phimister Proctor|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000156/7360_1674674.jpg|artic
Randolph Rogers|Randolph Rogers|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/176_1575135.jpg|artic
Randolph Rogers|Randolph Rogers|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/248_1576316.jpg|artic
Randolph Rogers|Randolph Rogers|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31958392-WEB.jpg|lacma
Edward Kemeys|Edward Kemeys|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000253/185860_3013971.jpg|artic
Edward Kemeys|Edward Kemeys|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/251_1576368.jpg|artic
Edward Kemeys|Edward Kemeys|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/253_1576396.jpg|artic
Thomas Eakins|Thomas Eakins|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000184/83418_2027226.jpg|artic
Thomas Eakins|Thomas Eakins|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000184/83419_2027242.jpg|artic
Thomas Eakins|Thomas Eakins|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31970054-WEB.jpg|lacma
Hiram Powers|Hiram Powers|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000148/358_1577963.jpg|artic
William Morris Hunt|William Morris Hunt|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000051/41464_348184.jpg|artic
William Morris Hunt|William Morris Hunt|http://www.dia.org/user_area/comping/07.12-S1.jpg|detroit
William Morris Hunt|William Morris|http://www.dia.org/user_area/comping/1990.7.jpg|detroit
William Morris Hunt|William Morris Hunt|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31972728-WEB.jpg|lacma
William Morris Hunt|William Morris Hunt|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31970621-WEB.jpg|lacma
Harriet Hosmer|Harriet Hosmer|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000156/8204_1682814.jpg|artic
Edward Sheffield Bartholomew|Edward Sheffield Bartholomew|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000160/17025_1726431.jpg|artic
Joseph Mozier|Joseph Mozier|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000155/6268_1661644.jpg|artic
John Quincy Adams Ward|John Quincy Adams Ward|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000155/6336_1662548.jpg|artic
John Quincy Adams Ward|John Quincy Adams Ward|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31972671-WEB.jpg|lacma
Richmond Barthé|Richmond Barthé|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000151/2702_1607113.jpg|artic
Richmond Barthé|Richmond Barth|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973876-WEB.jpg|lacma
Malvina Hoffman|Malvina Hoffman|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000169/50624_1832495.jpg|artic
Malvina Hoffman|Malvina Hoffman|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973553-WEB.jpg|lacma
