key_painter| matching_painter| image_url| museum
Jean Honore Fragonard|Jean Honore Fragonard|http://www.dia.org/user_area/comping/71.393.jpg|detroit
John Hoppner|John Hoppner|http://www.dia.org/user_area/comping/48.384.jpg|detroit
John Hoppner|John Hoppner|http://www.dia.org/user_area/comping/71.171.jpg|detroit
John Hoppner|John Hoppner|http://www.dia.org/user_area/comping/77.8-S1.jpg|detroit
John Hoppner|John Hoppner|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31766909-WEB.jpg|lacma
John Hoppner|John Hoppner|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31766909-WEB.jpg|lacma
Joseph Wright|Joseph Wright|http://www.dia.org/user_area/comping/48.4-S1.jpg|detroit
Bartolome Esteban Murillo|Bartolome Esteban Murillo|http://www.dia.org/user_area/comping/48.96-S1.jpg|detroit
Bartolome Esteban Murillo|Bartolomé Esteban Murillo|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31776408-WEB.jpg|lacma
Bartolome Esteban Murillo|Bartolomé Esteban Murillo|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31776408-WEB.jpg|lacma
Jean Baptiste Joseph Pater|Jean Baptiste Joseph Pater|http://www.dia.org/user_area/comping/49.463.jpg|detroit
Thomas Gainsborough|Thomas Gainsborough|http://www.dia.org/user_area/comping/49.507-S1.jpg|detroit
Thomas Gainsborough|Thomas Gainsborough|http://www.dia.org/user_area/comping/49.508-S1.jpg|detroit
Thomas Gainsborough|Thomas Gainsborough|http://www.dia.org/user_area/comping/71.169.jpg|detroit
Thomas Gainsborough|Thomas Gainsborough|http://www.dia.org/user_area/comping/71.170.jpg|detroit
Arent Jansz. de Gelder|Arent Jansz. de Gelder|http://www.dia.org/user_area/comping/49.531-S1.jpg|detroit
Jan Hackaert|Jan Hackaert|http://www.dia.org/user_area/comping/50.198-S1.jpg|detroit
Philippe Mercier|Philippe Mercier|http://www.dia.org/user_area/comping/50.253-S1.jpg|detroit
Nicolas Dipre|Nicolas Dipre|http://www.dia.org/user_area/comping/50.57-S1.jpg|detroit
Jean Joseph Xavier Bidauld|Jean Joseph Xavier Bidauld|http://www.dia.org/user_area/comping/50.88-S1.jpg|detroit
Bernardo Strozzi|Bernardo Strozzi|http://www.dia.org/user_area/comping/51.13-S1.jpg|detroit
Anton van Dyck|Anton van Dyck|http://www.dia.org/user_area/comping/51.230.jpg|detroit
Artemisia Gentileschi|Artemisia Gentileschi|http://www.dia.org/user_area/comping/52.253.jpg|detroit
Francesco Guardi|Francesco Guardi|http://www.dia.org/user_area/comping/53.359-S1.jpg|detroit
William Beechey|William Beechey|http://www.dia.org/user_area/comping/53.387-S1.jpg|detroit
Domenico Ghirlandaio|Domenico Ghirlandaio|http://www.dia.org/user_area/comping/53.468-S1.jpg|detroit
 Master of Saint Ildefonso| Master of Saint Ildefonso|http://www.dia.org/user_area/comping/54.1-S1.jpg|detroit
Jan Dirksz Both|Jan Dirksz Both|http://www.dia.org/user_area/comping/54.441-S1.jpg|detroit
Thomas Lawrence|Thomas Lawrence|http://www.dia.org/user_area/comping/54.457-S1.jpg|detroit
Thomas Lawrence|Thomas Lawrence|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31766868-WEB.jpg|lacma
Thomas Lawrence|Thomas Lawrence|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31766868-WEB.jpg|lacma
Joost Cornelisz Droochsloot|Joost Cornelisz Droochsloot|http://www.dia.org/user_area/comping/54.459-S1.jpg|detroit
Henry Fuseli|Henry Fuseli|http://www.dia.org/user_area/comping/55.5.A-D1.jpg|detroit
Jean Baptiste Perroneau|Jean Baptiste Perroneau|http://www.dia.org/user_area/comping/56.120-S1.jpg|detroit
Karl Pierre Daubigny|Karl Pierre Daubigny|http://www.dia.org/user_area/comping/56.278-S1.jpg|detroit
Eugene Joseph Verboeckhoven|Eugene Joseph Verboeckhoven|http://www.dia.org/user_area/comping/56.280-S1.jpg|detroit
Fra Angelico|Fra Angelico|http://www.dia.org/user_area/comping/56.32-S1.jpg|detroit
Fra Angelico|Fra Angelico|http://www.dia.org/user_area/comping/77.1.1-D1.jpg|detroit
Fra Angelico|Fra Angelico|http://www.dia.org/user_area/comping/77.1.2-D1.jpg|detroit
Hans Muelich|Hans Muelich|http://www.dia.org/user_area/comping/57.1-S1.jpg|detroit
Claes Cornelisz Moeyaert|Claes Cornelisz Moeyaert|http://www.dia.org/user_area/comping/57.17-S1.jpg|detroit
Rosa Bonheur|Rosa Bonheur|http://www.dia.org/user_area/comping/57.76.jpg|detroit
Ludolf de Jongh|Ludolf de Jongh|http://www.dia.org/user_area/comping/58.169-S1.jpg|detroit
Francois van Daellen|Francois van Daellen|http://www.dia.org/user_area/comping/58.402-S1.jpg|detroit
Jacques Blanchard|Jacques Blanchard|http://www.dia.org/user_area/comping/59.15-S1.jpg|detroit
 Master of the Osservanza| Master of the Osservanza|http://www.dia.org/user_area/comping/60.61-S1.jpg|detroit
Pieter Pietersz Lastman|Pieter Pietersz Lastman|http://www.dia.org/user_area/comping/60.63-S1.jpg|detroit
Jean Leon Gerome|Jean Leon Gerome|http://www.dia.org/user_area/comping/60.66-S1.jpg|detroit
Jean Leon Gerome|Jean Leon Gerome|http://www.dia.org/user_area/comping/1997.1-S1.jpg|detroit
Sano di Pietro|Sano di Pietro|http://www.dia.org/user_area/comping/61.347-S1.jpg|detroit
John Constable|John Constable|http://www.dia.org/user_area/comping/64.117-D1.jpg|detroit
Roelof van Vries|Roelof van Vries|http://www.dia.org/user_area/comping/64.120.jpg|detroit
Michiel van Musscher|Michiel van Musscher|http://www.dia.org/user_area/comping/64.263.jpg|detroit
Bernardino Jacopi Butinone|Bernardino Jacopi Butinone|http://www.dia.org/user_area/comping/64.81-S1.jpg|detroit
Giovanni di Paolo|Giovanni di Paolo|http://www.dia.org/user_area/comping/66.15.jpg|detroit
Giovanni di Paolo|Giovanni di Paolo|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-1713657-WEB.jpg|lacma
Giovanni di Paolo|Giovanni di Paolo|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-1713657-WEB.jpg|lacma
Nicolas de Largillierre|Nicolas de Largillierre|http://www.dia.org/user_area/comping/66.23-S2.jpg|detroit
Felice Torelli|Felice Torelli|http://www.dia.org/user_area/comping/66.250-S1.jpg|detroit
Cornelis van Poelenburgh|Cornelis van Poelenburgh|http://www.dia.org/user_area/comping/66.6-S1.jpg|detroit
William Hamilton|William Hamilton|http://www.dia.org/user_area/comping/68.159.jpg|detroit
William Hamilton|William Hamilton|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-977889-WEB.jpg|lacma
Vincenzo Foppa|Vincenzo Foppa|http://www.dia.org/user_area/comping/68.294-S1.jpg|detroit
Joshua Reynolds|Joshua Reynolds|http://www.dia.org/user_area/comping/68.334.jpg|detroit
Joshua Reynolds|Joshua Reynolds|http://www.dia.org/user_area/comping/77.7.jpg|detroit
Orazio Gentileschi|Orazio Gentileschi|http://www.dia.org/user_area/comping/68.47.jpg|detroit
Guido Reni|Guido Reni|http://www.dia.org/user_area/comping/69.6.jpg|detroit
Guido Reni|Guido Reni|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31774131-WEB.jpg|lacma
Guido Reni|Guido Reni|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-35453463-WEB.jpg|lacma
Guido Reni|Guido Reni|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31774131-WEB.jpg|lacma
Guido Reni|Guido Reni|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-35453463-WEB.jpg|lacma
Edouard Manet|Edouard Manet|http://www.dia.org/user_area/comping/70.173.jpg|detroit
Georges Pierre Seurat|Georges Pierre Seurat|http://www.dia.org/user_area/comping/70.183.jpg|detroit
 Guercino (Giovanni Francesco Barbieri)| Guercino (Giovanni Francesco Barbieri)|http://www.dia.org/user_area/comping/71.1.jpg|detroit
Laurent de La Hyre|Laurent de La Hyre|http://www.dia.org/user_area/comping/71.30.jpg|detroit
Laurent de La Hyre|Laurent de La Hyre|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31770882-WEB.jpg|lacma
Laurent de La Hyre|Laurent de La Hyre|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31770882-WEB.jpg|lacma
Jules Alexander Gamba de Preydour|Jules Alexander Gamba de Preydour|http://www.dia.org/user_area/comping/71.301.jpg|detroit
Carlo Dolci|Carlo Dolci|http://www.dia.org/user_area/comping/72.222.jpg|detroit
Carlo Dolci|Carlo Dolci|http://www.dia.org/user_area/comping/78.21.jpg|detroit
Louis Jean Francois Lagrenee|Louis Jean Francois Lagrenee|http://www.dia.org/user_area/comping/72.296-S1.jpg|detroit
Luca Giordano|Luca Giordano|http://www.dia.org/user_area/comping/72.434.jpg|detroit
Luca Giordano|Luca Giordano|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31770006-WEB.jpg|lacma
Luca Giordano|Luca Giordano|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31770006-WEB.jpg|lacma
Antonio Gonzalez Velazquez|Antonio Gonzalez Velazquez|http://www.dia.org/user_area/comping/73.100.jpg|detroit
Jean Hippolyte Flandrin|Jean Hippolyte Flandrin|http://www.dia.org/user_area/comping/73.169.jpg|detroit
Jean Hippolyte Flandrin|Jean-Hippolyte Flandrin|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31771023-WEB.jpg|lacma
Jean Hippolyte Flandrin|Jean-Hippolyte Flandrin|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31771023-WEB.jpg|lacma
Michelangelo Merisi da Caravaggio|Michelangelo Merisi da Caravaggio|http://www.dia.org/user_area/comping/73.268-d1.jpg|detroit
Charles Emile Jacque|Charles Emile Jacque|http://www.dia.org/user_area/comping/73.59-D1.jpg|detroit
Jean Baptiste Armand Guillaumin|Jean Baptiste Armand Guillaumin|http://www.dia.org/user_area/comping/74.217.jpg|detroit
Henry Raeburn|Henry Raeburn|http://www.dia.org/user_area/comping/74.241.jpg|detroit
Henry Raeburn|Henry Raeburn|http://www.dia.org/user_area/comping/77.6-S1.jpg|detroit
Theodore Chasseriau|Theodore Chasseriau|http://www.dia.org/user_area/comping/74.55.jpg|detroit
Edwin Henry Landseer|Edwin Henry Landseer|http://www.dia.org/user_area/comping/76.4.jpg|detroit
Jules Adolphe Aime Louis Breton|Jules Adolphe Aime Louis Breton|http://www.dia.org/user_area/comping/76.86-S1.jpg|detroit
Benozzo Gozzoli|Benozzo Gozzoli|http://www.dia.org/user_area/comping/77.2-S1.jpg|detroit
Pietro Perugino|Pietro Perugino|http://www.dia.org/user_area/comping/77.3-S1.jpg|detroit
Hans Holbein the Younger|Hans Holbein the Younger|http://www.dia.org/user_area/comping/77.81-S1.jpg|detroit
Hans Holbein the Younger|Hans Holbein the Younger|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31771303-WEB.jpg|lacma
Hans Holbein the Younger|Hans Holbein the Younger|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31771303-WEB.jpg|lacma
Filippo Pelagio Palagi|Filippo Pelagio Palagi|http://www.dia.org/user_area/comping/78.10.jpg|detroit
Frans Snyders|Frans Snyders|http://www.dia.org/user_area/comping/78.44.jpg|detroit
John Everett Millais|John Everett Millais|http://www.dia.org/user_area/comping/78.59.jpg|detroit
Jean Jouvenet|Jean Jouvenet|http://www.dia.org/user_area/comping/78.67.jpg|detroit
Jean Jouvenet|Jean Jouvenet|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833782-WEB.jpg|lacma
Jean Jouvenet|Jean Jouvenet|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31833782-WEB.jpg|lacma
F. Vernon|F. Vernon|http://www.dia.org/user_area/comping/05.412-s2.jpg|detroit
F. Vernon|F. Vernon|http://www.dia.org/user_area/comping/12.14-s2.jpg|detroit
Leon Deschamps|Leon Deschamps|http://www.dia.org/user_area/comping/06.8-s2.jpg|detroit
E. A. Altmann|E. A. Altmann|http://www.dia.org/user_area/comping/08.12.jpg|detroit
 Andrieu| Andrieu|http://www.dia.org/user_area/comping/13.28.jpg|detroit
Constantin Emile Meunier|Constantin Emile Meunier|http://www.dia.org/user_area/comping/14.2-S1.jpg|detroit
Giovanni Maria Benzoni|Giovanni Maria Benzoni|http://www.dia.org/user_area/comping/16.8.jpg|detroit
Giovanni Maria Benzoni|Giovanni Maria Benzoni|http://www.dia.org/user_area/comping/23.15-S1.jpg|detroit
Antoine Louis Barye|Antoine Louis Barye|http://www.dia.org/user_area/comping/1983.11-S1.jpg|detroit
Franz Ignaz Gunther|Franz Ignaz Gunther|http://www.dia.org/user_area/comping/1983.13-S1.jpg|detroit
Edward William Godwin|Edward William Godwin|http://www.dia.org/user_area/comping/1985.1.A-S1.jpg|detroit
Alfred Drury|Alfred Drury|http://www.dia.org/user_area/comping/1985.19.jpg|detroit
Nicholas Woolaston|Nicholas Woolaston|http://www.dia.org/user_area/comping/1985.36.A-S1.jpg|detroit
Johann Friedrich Böttger|Johann Friedrich Böttger|http://www.dia.org/user_area/comping/1986.18.A-S1.jpg|detroit
Louis-Ernest Barrias|Louis-Ernest Barrias|http://www.dia.org/user_area/comping/1986.49.jpg|detroit
Louis Francois Roubiliac|Louis Francois Roubiliac|http://www.dia.org/user_area/comping/1987.75-S1.jpg|detroit
 Gronau| Gronau|http://www.dia.org/user_area/comping/1989.66.1A-S1.jpg|detroit
Henri-Lucien Lambert|Henri-Lucien Lambert|http://www.dia.org/user_area/comping/1990.14.jpg|detroit
Gaspero Bruschi|Gaspero Bruschi|http://www.dia.org/user_area/comping/1990.252.jpg|detroit
Jean Alexandre Joseph Falguiere|Jean Alexandre Joseph Falguiere|http://www.dia.org/user_area/comping/1990.382.jpg|detroit
Jean Alexandre Joseph Falguiere|Jean Alexandre Joseph Falguiere|http://www.dia.org/user_area/comping/77.28.jpg|detroit
Jules Dalou|Jules Dalou|http://www.dia.org/user_area/comping/1991.1113.jpg|detroit
Jules Dalou|Jules Dalou|http://www.dia.org/user_area/comping/77.15.jpg|detroit
Jules Dalou|Jules Dalou|http://www.dia.org/user_area/comping/77.76.jpg|detroit
Carlo Bugatti|Carlo Bugatti|http://www.dia.org/user_area/comping/1992.211.jpg|detroit
C. F. A. Voysey|C. F. A. Voysey|http://www.dia.org/user_area/comping/1993.24.jpg|detroit
Hector Guimard|Hector Guimard|http://www.dia.org/user_area/comping/1993.53.jpg|detroit
Hector Guimard|Hector Guimard|http://www.dia.org/user_area/comping/2005.48.A-d1.jpg|detroit
J. Michallon le jeune|J. Michallon le jeune|http://www.dia.org/user_area/comping/1993.83.jpg|detroit
J. Michallon le jeune|J. Michallon le jeune|http://www.dia.org/user_area/comping/1993.85.jpg|detroit
J. Michallon le jeune|J. Michallon le jeune|http://www.dia.org/user_area/comping/1993.86.jpg|detroit
J. Michallon le jeune|J. Michallon le jeune|http://www.dia.org/user_area/comping/1993.88.jpg|detroit
J. Michallon le jeune|J. Michallon le jeune|http://www.dia.org/user_area/comping/1993.89.jpg|detroit
J. Michallon le jeune|J. Michallon le jeune|http://www.dia.org/user_area/comping/1993.90.jpg|detroit
J. Michallon le jeune|J. Michallon le jeune|http://www.dia.org/user_area/comping/1993.91.jpg|detroit
J. Michallon le jeune|J. Michallon le jeune|http://www.dia.org/user_area/comping/1993.92.jpg|detroit
Giovanni Bandini|Giovanni Bandini|http://www.dia.org/user_area/comping/1994.1-S1.jpg|detroit
Louis Majorelle|Louis Majorelle|http://www.dia.org/user_area/comping/1994.126.A-S1.jpg|detroit
Louis Majorelle|Louis Majorelle|http://www.dia.org/user_area/comping/2002.146-D1.jpg|detroit
Joseph Theodore Deck|Joseph Theodore Deck|http://www.dia.org/user_area/comping/1994.28.1.jpg|detroit
Joseph Theodore Deck|Joseph Theodore Deck|http://www.dia.org/user_area/comping/2004.72-D1.jpg|detroit
A.W.N. Pugin|A.W.N. Pugin|http://www.dia.org/user_area/comping/1994.6.jpg|detroit
Lucien L�vy-Dhurmer|Lucien L�vy-Dhurmer|http://www.dia.org/user_area/comping/1995.119.jpg|detroit
Vilmos Zsolnay|Vilmos Zsolnay|http://www.dia.org/user_area/comping/1995.121.jpg|detroit
Suzanne de Court|Suzanne de Court|http://www.dia.org/user_area/comping/1995.15.jpg|detroit
Suzanne de Court|Suzanne de Court|http://www.dia.org/user_area/comping/1995.16.jpg|detroit
Vincenzo Gemito|Vincenzo Gemito|http://www.dia.org/user_area/comping/1995.31.jpg|detroit
Richard Cockle Lucas|Richard Cockle Lucas|http://www.dia.org/user_area/comping/1995.75.1.jpg|detroit
Richard Cockle Lucas|Richard Cockle Lucas|http://www.dia.org/user_area/comping/1995.75.2.jpg|detroit
Ignaz Elhafen|Ignaz Elhafen|http://www.dia.org/user_area/comping/1996.26-S1.jpg|detroit
Henry van de Velde|Henry van de Velde|http://www.dia.org/user_area/comping/1996.273.jpg|detroit
Joseph Chinard|Joseph Chinard|http://www.dia.org/user_area/comping/1996.32.jpg|detroit
William Frend De Morgan|William Frend De Morgan|http://www.dia.org/user_area/comping/1996.79.jpg|detroit
Cl�ment Massier|Cl�ment Massier|http://www.dia.org/user_area/comping/1997.33-S1.jpg|detroit
Ercole Ferrata|Ercole Ferrata|http://www.dia.org/user_area/comping/1998.58.jpg|detroit
 Beauvais Manufactory| Beauvais Manufactory|http://www.dia.org/user_area/comping/1999.1387.jpg|detroit
Francois Rude|Francois Rude|http://www.dia.org/user_area/comping/2001.67.jpg|detroit
Otto Eckmann|Otto Eckmann|http://www.dia.org/user_area/comping/2002.101-D1.jpg|detroit
Bernard Moore|Bernard Moore|http://www.dia.org/user_area/comping/2002.142-D1.jpg|detroit
Daniel Schwesrermüller|Daniel Schwesrermüller|http://www.dia.org/user_area/comping/2002.59-D1.jpg|detroit
David Marchand|David Marchand|http://www.dia.org/user_area/comping/2003.1-K1.jpg|detroit
Hans Petzolt|Hans Petzolt|http://www.dia.org/user_area/comping/2003.65.1-D2.jpg|detroit
Emile Bernard|Emile Bernard|http://www.dia.org/user_area/comping/2004.74-D1.jpg|detroit
Emile Bernard|Emile Bernard|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-33980508-WEB.jpg|lacma
Emile Bernard|Emile Bernard|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-33980508-WEB.jpg|lacma
Benedetto da Maiano|Benedetto da Maiano|http://www.dia.org/user_area/comping/2006.60-D4.jpg|detroit
J. Paul Cooper|J. Paul Cooper|http://www.dia.org/user_area/comping/21.103.jpg|detroit
Pierre Reymond|Pierre Reymond|http://www.dia.org/user_area/comping/21.171.jpg|detroit
Pierre Reymond|Pierre Reymond|http://www.dia.org/user_area/comping/21.172.jpg|detroit
Pierre Reymond|Pierre Reymond|http://www.dia.org/user_area/comping/21.173.jpg|detroit
Pierre Reymond|Pierre Reymond|http://www.dia.org/user_area/comping/21.174.jpg|detroit
Pierre Reymond|Pierre Reymond|http://www.dia.org/user_area/comping/21.175.jpg|detroit
Pierre Reymond|Pierre Reymond|http://www.dia.org/user_area/comping/21.176.jpg|detroit
Giovanni de Fondulis da Crema|Giovanni de Fondulis da Crema|http://www.dia.org/user_area/comping/22.2-S1.jpg|detroit
Andrea di Lazzaro Cavalcanti|Andrea di Lazzaro Cavalcanti|http://www.dia.org/user_area/comping/22.4-S1.jpg|detroit
Bonino da Campione|Bonino da Campione|http://www.dia.org/user_area/comping/24.110-S1.jpg|detroit
Antonio Susini|Antonio Susini|http://www.dia.org/user_area/comping/25.20-S1.jpg|detroit
Antonio Susini|Antonio Susini|http://www.dia.org/user_area/comping/40.133-S1.jpg|detroit
Antonio Susini|Antonio Susini|http://www.dia.org/user_area/comping/43.482.jpg|detroit
Agnolo di Polo|Agnolo di Polo|http://www.dia.org/user_area/comping/26.121-S1.jpg|detroit
Nino Pisano|Nino Pisano|http://www.dia.org/user_area/comping/27.150-S1.jpg|detroit
Francesco di Simone Ferrucci|Francesco di Simone Ferrucci|http://www.dia.org/user_area/comping/27.384-S1.jpg|detroit
Jean Haur�|Jean Haur�|http://www.dia.org/user_area/comping/28.81.1.jpg|detroit
David King|David King|http://www.dia.org/user_area/comping/29.309-D1.jpg|detroit
Luca della Robbia|Luca della Robbia|http://www.dia.org/user_area/comping/29.355-S1.jpg|detroit
Andrea Guaccialotti|Andrea Guaccialotti|http://www.dia.org/user_area/comping/29.448.jpg|detroit
Guillaume de Marcillat|Guillaume de Marcillat|http://www.dia.org/user_area/comping/37.138-S1.jpg|detroit
Giovanni Balduccio|Giovanni Balduccio|http://www.dia.org/user_area/comping/37.140-S1.jpg|detroit
 Pollaiuolo| Pollaiuolo|http://www.dia.org/user_area/comping/37.147-S1.jpg|detroit
Benedetto Briosco|Benedetto Briosco|http://www.dia.org/user_area/comping/38.57.jpg|detroit
Master of the Saint Alexis Roundels|Master of the Saint Alexis Roundels|http://www.dia.org/user_area/comping/40.126.jpg|detroit
 Desiderio da Settignano| Desiderio da Settignano|http://www.dia.org/user_area/comping/41.124-S1.jpg|detroit
Pierre, The Younger Legros|Pierre, The Younger Legros|http://www.dia.org/user_area/comping/42.52-S1.jpg|detroit
Omar Ramsden|Omar Ramsden|http://www.dia.org/user_area/comping/49.301.jpg|detroit
Omar Ramsden|Omar Ramsden|http://www.dia.org/user_area/comping/49.302.jpg|detroit
Zygmond Sowa-Sowinski|Zygmond Sowa-Sowinski|http://www.dia.org/user_area/comping/49.449.jpg|detroit
William Cripps|William Cripps|http://www.dia.org/user_area/comping/51.114-S1.jpg|detroit
Jacques Caffieri|Jacques Caffieri|http://www.dia.org/user_area/comping/52.166.jpg|detroit
Jacques-Antoine Bonhomme|Jacques-Antoine Bonhomme|http://www.dia.org/user_area/comping/52.215.A.jpg|detroit
Giovanni Lorenzo Bernini|Giovanni Lorenzo Bernini|http://www.dia.org/user_area/comping/52.218.jpg|detroit
Giovanni Lorenzo Bernini|Giovanni Lorenzo Bernini|http://www.dia.org/user_area/comping/52.219.jpg|detroit
Giovanni Lorenzo Bernini|Giovanni Lorenzo Bernini|http://www.dia.org/user_area/comping/52.220.jpg|detroit
Etienne Pollet|Etienne Pollet|http://www.dia.org/user_area/comping/53.177.jpg|detroit
Etienne Pollet|Etienne Pollet|http://www.dia.org/user_area/comping/53.178.jpg|detroit
Etienne Pollet|Etienne Pollet|http://www.dia.org/user_area/comping/53.179.jpg|detroit
Etienne Pollet|Etienne Pollet|http://www.dia.org/user_area/comping/53.180-d1.jpg|detroit
Etienne Pollet|Etienne Pollet|http://www.dia.org/user_area/comping/53.181-Side-A.jpg|detroit
Etienne Pollet|Etienne Pollet|http://www.dia.org/user_area/comping/53.182.jpg|detroit
Antoine LeBrun|Antoine LeBrun|http://www.dia.org/user_area/comping/53.183.jpg|detroit
Antoine LeBrun|Antoine LeBrun|http://www.dia.org/user_area/comping/53.184-Side-A.jpg|detroit
Antoine LeBrun|Antoine LeBrun|http://www.dia.org/user_area/comping/53.185.jpg|detroit
Antoine LeBrun|Antoine LeBrun|http://www.dia.org/user_area/comping/53.186.1A.jpg|detroit
Sebastien Igonet|Sebastien Igonet|http://www.dia.org/user_area/comping/53.187.jpg|detroit
Sebastien Igonet|Sebastien Igonet|http://www.dia.org/user_area/comping/53.188.1.jpg|detroit
Alexis Loir|Alexis Loir|http://www.dia.org/user_area/comping/53.191.jpg|detroit
Alexis Loir|Alexis Loir|http://www.dia.org/user_area/comping/53.192-53.191-Side-A.jpg|detroit
Lorenz Helmschmied|Lorenz Helmschmied|http://www.dia.org/user_area/comping/53.193.jpg|detroit
Anton Peffenhauser|Anton Peffenhauser|http://www.dia.org/user_area/comping/53.202-S1.jpg|detroit
Charles-Nicolas Dodin|Charles-Nicolas Dodin|http://www.dia.org/user_area/comping/54.475-S1.jpg|detroit
Thomas Germain|Thomas Germain|http://www.dia.org/user_area/comping/55.183.A-S1.jpg|detroit
Thomas Germain|Thomas Germain|http://www.dia.org/user_area/comping/55.183.B-s3.jpg|detroit
Thomas Germain|Thomas Germain|http://www.dia.org/user_area/comping/56.85.1-S1.jpg|detroit
Thomas Germain|Thomas Germain|http://www.dia.org/user_area/comping/59.18.A.jpg|detroit
Thomas Germain|Thomas Germain|http://www.dia.org/user_area/comping/59.18.C.jpg|detroit
Thomas Germain|Thomas Germain|http://www.dia.org/user_area/comping/59.18.D-d1.jpg|detroit
Jacques Bidault|Jacques Bidault|http://www.dia.org/user_area/comping/56.16.jpg|detroit
Henri Auguste|Henri Auguste|http://www.dia.org/user_area/comping/57.62.A.jpg|detroit
Henri Auguste|Henri Auguste|http://www.dia.org/user_area/comping/57.65.A-S1.jpg|detroit
Nicolas Fauconnier|Nicolas Fauconnier|http://www.dia.org/user_area/comping/57.67.1A-S1.jpg|detroit
Nicolas Fauconnier|Nicolas Fauconnier|http://www.dia.org/user_area/comping/57.68.A-S1.jpg|detroit
Jacques Nicolas Roettiers|Jacques Nicolas Roettiers|http://www.dia.org/user_area/comping/57.70.jpg|detroit
Antoine Boullier|Antoine Boullier|http://www.dia.org/user_area/comping/57.71.A.jpg|detroit
Michel de la Pierre|Michel de la Pierre|http://www.dia.org/user_area/comping/57.73.jpg|detroit
Johann Friedrich Eberlein|Johann Friedrich Eberlein|http://www.dia.org/user_area/comping/58.166.A.jpg|detroit
 Moderno| Moderno|http://www.dia.org/user_area/comping/58.350.jpg|detroit
 Moderno| Moderno|http://www.dia.org/user_area/comping/70.469.jpg|detroit
 Severo da Ravenna| Severo da Ravenna|http://www.dia.org/user_area/comping/58.36.jpg|detroit
Hubert Gerhard|Hubert Gerhard|http://www.dia.org/user_area/comping/59.123.jpg|detroit
Johann Gottlieb Kirchner|Johann Gottlieb Kirchner|http://www.dia.org/user_area/comping/59.295-S1.jpg|detroit
Johann Joachim Kaendler|Johann Joachim Kaendler|http://www.dia.org/user_area/comping/59.296-S1.jpg|detroit
Jacopo Nizzola da Trezzo|Jacopo Nizzola da Trezzo|http://www.dia.org/user_area/comping/59.317-s2.jpg|detroit
Matthew Boulton|Matthew Boulton|http://www.dia.org/user_area/comping/61.184.A-S1.jpg|detroit
P. Latour|P. Latour|http://www.dia.org/user_area/comping/62.179.1.jpg|detroit
Jean Warin II|Jean Warin II|http://www.dia.org/user_area/comping/68.40.jpg|detroit
Jean Warin II|Jean Warin II|http://www.dia.org/user_area/comping/68.41.jpg|detroit
 Clodion| Clodion|http://www.dia.org/user_area/comping/69.295.jpg|detroit
 Clodion| Clodion|http://www.dia.org/user_area/comping/71.173.jpg|detroit
Massimiliano Soldani|Massimiliano Soldani|http://www.dia.org/user_area/comping/69.296.jpg|detroit
Adam Weisweiler|Adam Weisweiler|http://www.dia.org/user_area/comping/71.172.A-s1.jpg|detroit
Georges Jacob|Georges Jacob|http://www.dia.org/user_area/comping/71.182.jpg|detroit
Georges Jacob|Georges Jacob|http://www.dia.org/user_area/comping/71.184.jpg|detroit
Georges Jacob|Georges Jacob|http://www.dia.org/user_area/comping/71.187.jpg|detroit
Jean-Henri Riesener|Jean-Henri Riesener|http://www.dia.org/user_area/comping/71.194.A-S1.jpg|detroit
Jean-Henri Riesener|Jean-Henri Riesener|http://www.dia.org/user_area/comping/71.194.A.jpg|detroit
Jean-Henri Riesener|Jean-Henri Riesener|http://www.dia.org/user_area/comping/71.195.jpg|detroit
Martin Carlin|Martin Carlin|http://www.dia.org/user_area/comping/71.196.jpg|detroit
Claude-Charles Saunier|Claude-Charles Saunier|http://www.dia.org/user_area/comping/71.197.jpg|detroit
Roger Vandercruse, called Lacroix|Roger Vandercruse, called Lacroix|http://www.dia.org/user_area/comping/71.198-s1.jpg|detroit
Benjamin Godfrey|Benjamin Godfrey|http://www.dia.org/user_area/comping/71.2.A-S1.jpg|detroit
