keyword_painted_year | matching_year| image_url| museum
1884|1884|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973085-WEB.jpg|lacma
1873|1873|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000165/23434_1783450.jpg|artic
1873|1873|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/1856_1595640.jpg|artic
1873|1873|http://www.dia.org/user_area/comping/10.11-S1.jpg|detroit
1873|1873|http://www.dia.org/user_area/comping/43.28.jpg|detroit
1873|1873|http://www.dia.org/user_area/comping/46.224-S1.jpg|detroit
1873|1873|http://www.dia.org/user_area/comping/47.81.jpg|detroit
1873|1873|http://www.dia.org/user_area/comping/70.150-S1.jpg|detroit
1873|1873|http://www.dia.org/user_area/comping/16.6-S1.jpg|detroit
1873|1873|http://www.dia.org/user_area/comping/1985.1.A-S1.jpg|detroit
1873|1873|http://www.dia.org/user_area/comping/F82.198-S1.jpg|detroit
1643|1643|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000167/47067_1809425.jpg|artic
1643|1643|http://www.dia.org/user_area/comping/42.127-S1.jpg|detroit
1643|1643|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31362501-WEB.jpg|lacma
1643|1643|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31773529-WEB.jpg|lacma
1643|1643|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31362501-WEB.jpg|lacma
1643|1643|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31773529-WEB.jpg|lacma
1650|1650|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000240/159502_2793779.jpg|artic
1650|1650|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000250/175453_2952723.jpg|artic
1650|1650|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000002/4071_174576.jpg|artic
1650|1650|http://www.dia.org/user_area/comping/09.13-D1.jpg|detroit
1650|1650|http://www.dia.org/user_area/comping/2001.35-D1.jpg|detroit
1650|1650|http://www.dia.org/user_area/comping/28.56.jpg|detroit
1650|1650|http://www.dia.org/user_area/comping/37.152-S1.jpg|detroit
1650|1650|http://www.dia.org/user_area/comping/51.232-D1.jpg|detroit
1650|1650|http://www.dia.org/user_area/comping/54.441-S1.jpg|detroit
1650|1650|http://www.dia.org/user_area/comping/66.191.jpg|detroit
1650|1650|http://www.dia.org/user_area/comping/71.1.jpg|detroit
1650|1650|http://www.dia.org/user_area/comping/1989.66.1A-S1.jpg|detroit
1650|1650|http://www.dia.org/user_area/comping/48.83.jpg|detroit
1650|1650|http://www.dia.org/user_area/comping/49.304.jpg|detroit
1650|1650|http://www.dia.org/user_area/comping/54.113.jpg|detroit
1650|1650|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31776513-WEB.jpg|lacma
1650|1650|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834098-WEB.jpg|lacma
1650|1650|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834028-WEB.jpg|lacma
1650|1650|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31362040-WEB.jpg|lacma
1650|1650|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31361939-WEB.jpg|lacma
1650|1650|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31767085-WEB.jpg|lacma
1650|1650|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31776513-WEB.jpg|lacma
1650|1650|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834098-WEB.jpg|lacma
1650|1650|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31834028-WEB.jpg|lacma
1650|1650|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31362040-WEB.jpg|lacma
1650|1650|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31361939-WEB.jpg|lacma
1650|1650|http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31767085-WEB.jpg|lacma
1654|1654|http://www.artic.edu/aic/collections/citi/images/standard/WebMedium/WebImg_000150/1975_1597452.jpg|artic
